fname,lname,year,stint,team,league,AB,H,HR,SB,BB,SO,HBP,PA
Lance,Johnson,1996,1,NYN,NL,682,227,9,50,33,40,1,732
Mark,Johnson,1996,1,PIT,NL,343,94,13,6,44,64,5,399
Chipper,Jones,1996,1,ATL,NL,598,185,30,14,87,88,0,693
Brian,Jordan,1996,1,SLN,NL,513,159,17,22,29,84,7,564
Wally,Joyner,1996,1,SDN,NL,433,120,8,5,69,71,3,518
Ron,Karkovice,1996,1,CHA,AL,355,78,10,0,24,93,1,391
Eric,Karros,1996,1,LAN,NL,608,158,34,8,53,121,1,672
Roberto,Kelly,1996,1,MIN,AL,322,104,6,10,23,53,7,357
Jason,Kendall,1996,1,PIT,NL,414,124,3,5,35,30,15,482
Jeff,Kent,1996,1,NYN,NL,335,97,9,4,21,56,1,362
Mike,Kingery,1996,1,PIT,NL,276,68,3,2,23,29,1,306
Jeff,King,1996,1,PIT,NL,591,160,30,15,70,95,2,675
Wayne,Kirby,1996,2,LAN,NL,188,51,1,4,17,17,1,209
Ryan,Klesko,1996,1,ATL,NL,528,149,34,6,68,129,2,612
Chuck,Knoblauch,1996,1,MIN,AL,578,197,13,45,98,74,19,707
Tom,Lampkin,1996,1,SFN,NL,177,41,6,1,20,22,5,206
Ray,Lankford,1996,1,SLN,NL,545,150,21,35,79,133,3,645
Mike,Lansing,1996,1,MON,NL,641,183,11,23,44,85,10,706
Barry,Larkin,1996,1,CIN,NL,517,154,33,36,96,52,7,630
Matt,Lawton,1996,1,MIN,AL,252,65,6,4,28,28,4,287
Mark,Lemke,1996,1,ATL,NL,498,127,5,5,53,48,0,563
Jesse,Levis,1996,1,ML4,AL,233,55,1,0,38,15,2,274
Darren,Lewis,1996,1,CHA,AL,337,77,4,21,45,40,3,406
Mark,Lewis,1996,1,DET,AL,545,147,11,6,42,109,5,599
Jim,Leyritz,1996,1,NYA,AL,265,70,7,2,30,68,9,312
Nelson,Liriano,1996,1,PIT,NL,217,58,3,2,14,22,0,236
Pat,Listach,1996,1,ML4,AL,317,76,1,25,36,51,1,362
Keith,Lockhart,1996,1,KCA,AL,433,118,7,11,30,40,2,475
Kenny,Lofton,1996,1,CLE,AL,662,210,14,75,61,82,0,739
Javy,Lopez,1996,1,ATL,NL,489,138,23,1,28,84,3,531
John,Mabry,1996,1,SLN,NL,543,161,13,3,37,84,3,602
Mike,Macfarlane,1996,1,KCA,AL,379,104,19,3,31,57,7,424
Dave,Magadan,1996,1,CHN,NL,169,43,3,0,29,23,0,204
Al,Martin,1996,1,PIT,NL,630,189,18,38,54,116,2,696
Dave,Martinez,1996,1,CHA,AL,440,140,10,15,52,52,3,499
Edgar,Martinez,1996,1,SEA,AL,499,163,26,3,123,84,8,646
Sandy,Martinez,1996,1,TOR,AL,229,52,3,0,16,58,4,251
Tino,Martinez,1996,1,NYA,AL,595,174,25,2,68,85,2,675
Mike,Matheny,1996,1,ML4,AL,313,64,8,3,14,80,3,341
Derrick,May,1996,1,HOU,NL,259,65,5,2,30,33,2,302
Quinton,McCracken,1996,1,COL,NL,283,82,3,17,32,62,1,333
Willie,McGee,1996,1,SLN,NL,309,95,5,5,18,60,2,333
Fred,McGriff,1996,1,ATL,NL,617,182,28,7,68,116,2,703
Mark,McGwire,1996,1,OAK,AL,423,132,52,0,116,112,8,564
Mark,McLemore,1996,1,TEX,AL,517,150,5,27,87,69,0,616
Brian,McRae,1996,1,CHN,NL,624,172,17,37,73,84,12,722
Pat,Meares,1996,1,MIN,AL,517,138,8,9,17,90,9,555
Orlando,Merced,1996,1,PIT,NL,453,130,17,8,51,74,0,512
Matt,Mieske,1996,1,ML4,AL,374,104,14,1,26,76,2,411
Orlando,Miller,1996,1,HOU,NL,468,120,15,3,14,116,10,500
Paul,Molitor,1996,1,MIN,AL,660,225,9,18,56,72,3,738
Raul,Mondesi,1996,1,LAN,NL,634,188,24,14,32,122,5,682
Mickey,Morandini,1996,1,PHI,NL,539,135,3,26,49,87,9,606
Hal,Morris,1996,1,CIN,NL,528,165,16,7,50,76,5,599
James,Mouton,1996,1,HOU,NL,300,79,3,21,38,55,0,345
Lyle,Mouton,1996,1,CHA,AL,214,63,7,3,22,50,2,245
Bill,Mueller,1996,1,SFN,NL,200,66,0,0,24,26,1,228
Eddie,Murray,1996,1,CLE,AL,336,88,12,3,34,45,0,376
Eddie,Murray,1996,2,BAL,AL,230,59,10,1,27,42,0,267
Greg,Myers,1996,1,MIN,AL,329,94,6,0,19,52,0,356
Tim,Naehring,1996,1,BOS,AL,430,124,17,2,49,63,4,493
Marc,Newfield,1996,1,SDN,NL,191,48,5,1,16,44,2,213
Warren,Newson,1996,1,TEX,AL,235,60,10,3,37,82,0,274
Melvin,Nieves,1996,1,DET,AL,431,106,24,1,44,158,6,486
Dave,Nilsson,1996,1,ML4,AL,453,150,17,2,57,68,3,522
Otis,Nixon,1996,1,TOR,AL,496,142,1,54,71,68,1,576
Sherman,Obando,1996,1,MON,NL,178,44,8,2,22,48,1,203
Charlie,O'Brien,1996,1,TOR,AL,324,77,13,0,29,68,17,376
Alex,Ochoa,1996,1,NYN,NL,282,83,4,4,17,30,2,304
Jose,Offerman,1996,1,KCA,AL,561,170,5,24,74,98,1,648
Troy,O'Leary,1996,1,BOS,AL,497,129,15,3,47,80,4,555
John,Olerud,1996,1,TOR,AL,398,109,18,1,60,37,10,475
Joe,Oliver,1996,1,CIN,NL,289,70,11,2,28,54,2,331
Paul,O'Neill,1996,1,NYA,AL,546,165,19,0,102,76,4,668
Rey,Ordonez,1996,1,NYN,NL,502,129,1,1,22,53,1,542
Joe,Orsulak,1996,1,FLO,NL,217,48,2,1,16,38,0,235
Ricky,Otero,1996,1,PHI,NL,411,112,2,16,34,30,2,449
Eric,Owens,1996,1,CIN,NL,205,41,0,16,23,38,1,233
Jayhawk,Owens,1996,1,COL,NL,180,43,4,4,27,56,1,213
Tom,Pagnozzi,1996,1,SLN,NL,407,110,13,4,24,78,2,442
Dean,Palmer,1996,1,TEX,AL,582,163,38,2,59,145,5,656
Rafael,Palmeiro,1996,1,BAL,AL,626,181,39,8,95,96,3,744
Craig,Paquette,1996,1,KCA,AL,429,111,22,5,23,101,2,464
Terry,Pendleton,1996,1,FLO,NL,406,102,7,0,26,75,3,446
Robert,Perez,1996,1,TOR,AL,202,66,2,3,8,17,1,216
Tomas,Perez,1996,1,TOR,AL,295,74,1,1,25,29,1,328
Tony,Phillips,1996,1,CHA,AL,581,161,12,13,125,132,4,728
Mike,Piazza,1996,1,LAN,NL,547,184,36,0,81,93,1,652
Phil,Plantier,1996,1,OAK,AL,231,49,7,2,28,56,3,263
Curtis,Pride,1996,1,DET,AL,267,80,10,11,31,63,0,302
Tim,Raines,1996,1,NYA,AL,201,57,9,10,34,29,1,241
Manny,Ramirez,1996,1,CLE,AL,550,170,33,8,85,104,3,655
Joe,Randa,1996,1,KCA,AL,337,102,6,13,26,47,1,374
Jeff,Reboulet,1996,1,MIN,AL,234,52,0,4,25,34,1,267
Jeff,Reed,1996,1,COL,NL,341,97,8,2,43,65,2,403
Jody,Reed,1996,1,SDN,NL,495,121,2,2,59,53,3,576
Edgar,Renteria,1996,1,FLO,NL,431,133,5,16,33,68,2,471
Cal,Ripken,1996,1,BAL,AL,640,178,26,1,59,78,4,710
Bip,Roberts,1996,1,KCA,AL,339,96,0,12,25,38,2,380
Alex,Rodriguez,1996,1,SEA,AL,601,215,36,15,59,104,4,678
Henry,Rodriguez,1996,1,MON,NL,532,147,36,2,37,160,3,583
Ivan,Rodriguez,1996,1,TEX,AL,639,192,19,5,38,55,4,692
Tim,Salmon,1996,1,CAL,AL,581,166,30,4,93,125,4,688
Juan,Samuel,1996,1,TOR,AL,188,48,8,9,15,65,3,207
Rey,Sanchez,1996,1,CHN,NL,289,61,1,7,22,42,3,330
Ryne,Sandberg,1996,1,CHN,NL,554,135,25,12,54,116,7,625
Reggie,Sanders,1996,1,CIN,NL,287,72,14,24,44,86,2,338
F. P.,Santangelo,1996,1,MON,NL,393,109,7,5,49,61,11,471
Benito,Santiago,1996,1,PHI,NL,481,127,30,2,49,104,1,540
Steve,Scarsone,1996,1,SFN,NL,283,62,5,2,25,91,2,319
David,Segui,1996,1,MON,NL,416,119,11,4,60,54,0,481
Kevin,Seitzer,1996,1,ML4,AL,490,155,12,6,73,68,4,583
Scott,Servais,1996,1,CHN,NL,445,118,11,0,30,75,14,500
Danny,Sheaffer,1996,1,SLN,NL,198,45,2,3,9,25,3,214
Gary,Sheffield,1996,1,FLO,NL,519,163,42,16,142,66,10,696
Ruben,Sierra,1996,1,NYA,AL,360,93,11,1,40,58,0,418
Dave,Silvestri,1996,1,MON,NL,162,33,1,2,34,41,0,206
Don,Slaught,1996,1,CAL,AL,207,67,6,0,13,20,2,224
Ozzie,Smith,1996,1,SLN,NL,227,64,2,7,25,9,2,261
J. T.,Snow,1996,1,CAL,AL,575,148,17,1,56,96,5,647
Luis,Sojo,1996,1,SEA,AL,247,52,1,2,10,13,1,264
Paul,Sorrento,1996,1,SEA,AL,471,136,23,0,57,103,7,552
Sammy,Sosa,1996,1,CHN,NL,498,136,40,18,34,134,5,547
Bill,Spiers,1996,1,HOU,NL,218,55,6,7,20,34,2,246
Ed,Sprague,1996,1,TOR,AL,591,146,36,0,60,146,12,673
Scott,Stahoviak,1996,1,MIN,AL,405,115,13,3,59,114,2,476
Mike,Stanley,1996,1,BOS,AL,397,107,24,2,69,62,5,476
Terry,Steinbach,1996,1,OAK,AL,514,140,35,0,49,115,6,576
Kevin,Stocker,1996,1,PHI,NL,394,100,5,6,43,89,8,461
Doug,Strange,1996,1,SEA,AL,183,43,3,1,14,31,1,200
Darryl,Strawberry,1996,1,NYA,AL,202,53,11,6,31,55,1,242
B. J.,Surhoff,1996,1,BAL,AL,537,157,21,0,47,79,3,598
Mark,Sweeney,1996,1,SLN,NL,170,45,3,3,33,29,1,211
Danny,Tartabull,1996,1,CHA,AL,472,120,27,1,64,128,0,545
Ed,Taubensee,1996,1,CIN,NL,327,95,12,3,26,64,0,364
Mickey,Tettleton,1996,1,TEX,AL,491,121,24,2,95,137,3,607
Frank,Thomas,1996,1,CHA,AL,527,184,40,1,109,70,5,675
Jim,Thome,1996,1,CLE,AL,505,157,38,2,123,141,6,644
Robby,Thompson,1996,1,SFN,NL,227,48,5,2,24,69,5,259
Lee,Tinsley,1996,2,BOS,AL,192,47,3,6,13,56,2,209
Alan,Trammell,1996,1,DET,AL,193,45,1,6,10,27,0,207
Michael,Tucker,1996,1,KCA,AL,339,88,12,10,40,69,7,394
John,Valentin,1996,1,BOS,AL,527,156,13,9,63,59,7,606
Jose,Valentin,1996,1,ML4,AL,552,143,24,17,66,145,0,637
Greg,Vaughn,1996,1,ML4,AL,375,105,31,5,58,99,4,446
Mo,Vaughn,1996,1,BOS,AL,635,207,44,2,95,154,14,771
Randy,Velarde,1996,1,CAL,AL,530,151,14,7,70,118,5,611
Robin,Ventura,1996,1,CHA,AL,586,168,34,1,78,81,2,684
Quilvio,Veras,1996,1,FLO,NL,253,64,4,8,51,42,2,309
Fernando,Vina,1996,1,ML4,AL,554,157,7,16,38,35,13,618
Joe,Vitiello,1996,1,KCA,AL,257,62,8,2,38,69,3,303
Jose,Vizcaino,1996,1,NYN,NL,363,110,1,9,28,58,3,402
Omar,Vizquel,1996,1,CLE,AL,542,161,9,35,56,42,4,623
Matt,Walbeck,1996,1,MIN,AL,215,48,2,3,9,34,0,227
Larry,Walker,1996,1,COL,NL,272,75,18,18,20,58,9,306
Tim,Wallach,1996,1,CAL,AL,190,45,8,1,18,47,1,211
Lenny,Webster,1996,1,MON,NL,174,40,2,0,25,21,2,205
Walt,Weiss,1996,1,COL,NL,517,146,8,10,80,78,6,628
Devon,White,1996,1,FLO,NL,552,151,17,22,38,99,8,617
Mark,Whiten,1996,1,PHI,NL,182,43,7,13,33,62,1,218
Rondell,White,1996,1,MON,NL,334,98,6,14,22,53,2,359
Rick,Wilkins,1996,1,HOU,NL,254,54,6,0,46,81,1,316
Bernie,Williams,1996,1,NYA,AL,551,168,29,17,82,72,0,649
Eddie,Williams,1996,1,DET,AL,215,43,6,0,18,50,2,236
Gerald,Williams,1996,1,NYA,AL,233,63,5,7,15,39,4,260
Matt,Williams,1996,1,SFN,NL,404,122,22,1,39,91,6,464
Dan,Wilson,1996,1,SEA,AL,491,140,18,1,32,88,3,542
Eric,Young,1996,1,COL,NL,568,184,8,53,47,31,21,644
Ernie,Young,1996,1,OAK,AL,462,112,19,7,52,118,7,529
Todd,Zeile,1996,1,PHI,NL,500,134,20,1,67,88,1,576
Kurt,Abbott,1997,1,FLO,NL,252,69,6,3,14,68,1,276
Bobby,Abreu,1997,1,HOU,NL,188,47,3,7,21,48,1,210
Edgardo,Alfonzo,1997,1,NYN,NL,518,163,10,11,63,56,5,599
Luis,Alicea,1997,1,ANA,AL,388,98,5,22,69,65,8,474
Jermaine,Allensworth,1997,1,PIT,NL,369,94,3,14,44,79,7,436
Roberto,Alomar,1997,1,BAL,AL,412,137,14,9,40,43,3,471
Sandy,Alomar,1997,1,CLE,AL,451,146,21,0,19,48,3,482
Moises,Alou,1997,1,FLO,NL,538,157,23,9,70,85,4,628
Rich,Amaral,1997,1,SEA,AL,190,54,1,12,10,34,3,210
Ruben,Amaro,1997,1,PHI,NL,175,41,2,1,21,24,2,200
Brady,Anderson,1997,1,BAL,AL,590,170,18,18,84,105,19,702
Garret,Anderson,1997,1,ANA,AL,624,189,8,10,30,70,2,668
Brad,Ausmus,1997,1,HOU,NL,425,113,4,14,38,78,3,482
Carlos,Baerga,1997,1,NYN,NL,467,131,9,2,20,54,3,499
Jeff,Bagwell,1997,1,HOU,NL,566,162,43,31,127,122,16,744
Harold,Baines,1997,1,CHA,AL,318,97,12,0,41,47,0,371
Tony,Barron,1997,1,PHI,NL,189,54,4,0,12,38,2,208
Tony,Batista,1997,1,OAK,AL,188,38,4,2,14,31,2,207
Rich,Becker,1997,1,MIN,AL,443,117,10,17,62,130,1,511
Derek,Bell,1997,1,HOU,NL,493,136,15,15,40,94,12,550
Albert,Belle,1997,1,CHA,AL,634,174,30,4,53,105,6,707
Mark,Bellhorn,1997,1,OAK,AL,224,51,6,7,32,70,0,261
Jay,Bell,1997,1,KCA,AL,573,167,21,10,71,101,4,662
Yamil,Benitez,1997,1,KCA,AL,191,51,8,2,10,49,1,204
Geronimo,Berroa,1997,1,OAK,AL,261,81,16,3,36,58,1,301
Geronimo,Berroa,1997,2,BAL,AL,300,78,10,1,40,62,3,351
Sean,Berry,1997,1,HOU,NL,301,77,8,1,25,53,5,339
Dante,Bichette,1997,1,COL,NL,561,173,26,6,30,90,3,602
Craig,Biggio,1997,1,HOU,NL,619,191,22,47,84,107,34,750
Jeff,Blauser,1997,1,ATL,NL,519,160,17,5,70,101,20,629
Tim,Bogar,1997,1,HOU,NL,241,60,4,4,24,42,3,276
Wade,Boggs,1997,1,NYA,AL,353,103,4,0,48,38,0,410
Barry,Bonds,1997,1,SFN,NL,532,155,40,37,145,87,8,724
Bobby,Bonilla,1997,1,FLO,NL,562,167,17,6,73,94,5,656
Bret,Boone,1997,1,CIN,NL,443,99,7,5,45,101,4,505
Mike,Bordick,1997,1,BAL,AL,509,120,7,0,33,66,2,561
Rafael,Bournigal,1997,1,OAK,AL,222,62,1,2,16,19,4,250
Darren,Bragg,1997,1,BOS,AL,513,132,9,10,61,102,3,591
Brent,Brede,1997,1,MIN,AL,190,52,3,7,21,38,1,214
Rico,Brogna,1997,1,PHI,NL,543,137,20,12,33,116,0,584
Scott,Brosius,1997,1,OAK,AL,479,97,11,9,34,102,4,527
Damon,Buford,1997,1,TEX,AL,366,82,8,18,30,83,3,404
Jay,Buhner,1997,1,SEA,AL,540,131,40,0,119,175,5,668
Ellis,Burks,1997,1,COL,NL,424,123,32,7,47,75,3,477
Jeromy,Burnitz,1997,1,ML4,AL,494,139,27,20,75,111,5,585
Brett,Butler,1997,1,LAN,NL,343,97,0,15,42,40,1,401
Mike,Cameron,1997,1,CHA,AL,379,98,14,23,55,105,5,447
Ken,Caminiti,1997,1,SDN,NL,486,141,26,11,80,118,3,585
John,Cangelosi,1997,1,FLO,NL,192,47,1,5,19,33,3,217
Jose,Canseco,1997,1,OAK,AL,388,91,23,8,51,122,3,447
Chuck,Carr,1997,2,HOU,NL,192,53,4,11,15,37,2,218
Joe,Carter,1997,1,TOR,AL,612,143,21,8,40,105,7,673
Raul,Casanova,1997,1,DET,AL,304,74,5,1,26,48,3,335
Luis,Castillo,1997,1,FLO,NL,263,63,0,16,27,53,0,291
Vinny,Castilla,1997,1,COL,NL,612,186,40,2,44,108,8,677
Domingo,Cedeno,1997,1,TEX,AL,365,103,4,3,27,77,2,397
Roger,Cedeno,1997,1,LAN,NL,194,53,3,9,25,44,3,229
Archi,Cianfrocco,1997,1,SDN,NL,220,54,4,7,25,80,3,252
Jeff,Cirillo,1997,1,ML4,AL,580,167,10,4,60,74,14,661
Tony,Clark,1997,1,DET,AL,580,160,32,1,93,144,3,694
Will,Clark,1997,1,TEX,AL,393,128,12,0,49,62,3,461
Royce,Clayton,1997,1,SLN,NL,576,153,9,30,33,109,3,623
Greg,Colbrunn,1997,1,MIN,AL,217,61,5,1,8,38,1,229
Jeff,Conine,1997,1,FLO,NL,405,98,17,2,57,89,2,469
Ron,Coomer,1997,1,MIN,AL,523,156,13,4,22,91,0,555
Joey,Cora,1997,1,SEA,AL,574,172,11,6,53,49,5,651
Wil,Cordero,1997,1,BOS,AL,570,160,18,1,31,122,4,616
Marty,Cordova,1997,1,MIN,AL,378,93,15,5,30,92,3,415
Deivi,Cruz,1997,1,DET,AL,436,105,2,3,14,55,0,467
Jose,Cruz,1997,2,TOR,AL,212,49,14,6,28,72,0,246
Midre,Cummings,1997,2,PHI,NL,208,63,1,2,23,30,0,234
Chad,Curtis,1997,2,NYA,AL,320,93,12,12,36,49,5,373
Johnny,Damon,1997,1,KCA,AL,472,130,8,16,42,70,3,526
Darren,Daulton,1997,1,PHI,NL,269,71,11,4,54,57,1,335
Chili,Davis,1997,1,KCA,AL,477,133,30,6,85,96,1,583
Russ,Davis,1997,1,SEA,AL,420,114,20,6,27,100,2,456
Carlos,Delgado,1997,1,TOR,AL,519,136,30,0,64,133,8,604
Delino,DeShields,1997,1,SLN,NL,572,169,11,55,55,72,3,644
Mike,Difelice,1997,1,SLN,NL,260,62,4,1,19,61,3,289
Gary,Disarcina,1997,1,ANA,AL,549,135,4,7,17,29,4,583
Shawon,Dunston,1997,1,CHN,NL,419,119,9,29,8,64,3,437
Ray,Durham,1997,1,CHA,AL,634,172,11,33,61,96,6,711
Jermaine,Dye,1997,1,KCA,AL,263,62,7,2,17,51,1,283
Damion,Easley,1997,1,DET,AL,527,139,22,28,68,102,16,623
Jim,Edmonds,1997,1,ANA,AL,502,146,26,5,60,80,4,576
Jim,Eisenreich,1997,1,FLO,NL,293,82,2,0,30,28,1,335
Darin,Erstad,1997,1,ANA,AL,539,161,16,23,51,86,4,609
Carl,Everett,1997,1,NYN,NL,443,110,14,17,32,102,7,490
Jorge,Fabregas,1997,2,CHA,AL,322,90,7,1,11,43,1,342
Tony,Fernandez,1997,1,CLE,AL,409,117,11,6,22,47,2,442
Cecil,Fielder,1997,1,NYA,AL,361,94,13,0,51,87,7,428
Steve,Finley,1997,1,SDN,NL,560,146,28,15,43,92,3,617
John,Flaherty,1997,1,SDN,NL,439,120,9,4,33,62,0,483
Darrin,Fletcher,1997,1,MON,NL,310,86,17,1,17,35,5,337
Julio,Franco,1997,1,CLE,AL,289,82,3,8,38,75,0,330
Jeff,Frye,1997,1,BOS,AL,404,126,3,19,27,44,2,443
Travis,Fryman,1997,1,DET,AL,595,163,22,16,46,113,5,662
Gary,Gaetti,1997,1,SLN,NL,502,126,17,7,36,88,6,557
Greg,Gagne,1997,1,LAN,NL,514,129,9,2,31,120,4,557
Andres,Galarraga,1997,1,COL,NL,600,191,41,15,54,141,17,676
Ron,Gant,1997,1,SLN,NL,502,115,17,14,58,162,1,565
Carlos,Garcia,1997,1,TOR,AL,350,77,3,11,15,60,2,381
Nomar,Garciaparra,1997,1,BOS,AL,684,209,30,22,35,92,6,736
Jason,Giambi,1997,1,OAK,AL,519,152,20,0,55,89,6,591
Benji,Gil,1997,1,TEX,AL,317,71,5,1,17,96,1,345
Brian,Giles,1997,1,CLE,AL,377,101,17,13,63,50,1,453
Bernard,Gilkey,1997,1,NYN,NL,518,129,18,7,70,111,6,607
Joe,Girardi,1997,1,NYA,AL,398,105,1,2,26,53,2,434
Doug,Glanville,1997,1,CHN,NL,474,142,4,19,24,46,1,510
Chris,Gomez,1997,1,SDN,NL,522,132,5,5,53,114,5,587
Alex,Gonzalez,1997,1,TOR,AL,426,102,12,15,34,94,5,479
Juan,Gonzalez,1997,1,TEX,AL,533,158,42,0,33,107,3,586
Luis,Gonzalez,1997,1,HOU,NL,550,142,10,10,71,67,5,638
Curtis,Goodwin,1997,1,CIN,NL,265,67,1,22,24,53,1,297
Tom,Goodwin,1997,1,KCA,AL,367,100,2,34,19,51,2,400
Tom,Goodwin,1997,2,TEX,AL,207,49,0,16,25,37,1,236
Mark,Grace,1997,1,CHN,NL,555,177,13,2,88,45,2,657
Tony,Graffanino,1997,1,ATL,NL,186,48,8,6,26,46,1,222
Shawn,Green,1997,1,TOR,AL,429,123,16,14,36,99,1,475
Willie,Greene,1997,1,CIN,NL,495,125,26,6,78,111,1,583
Rusty,Greer,1997,1,TEX,AL,601,193,26,9,83,87,3,694
Ken,Griffey,1997,1,SEA,AL,608,185,56,15,76,121,8,727
Marquis,Grissom,1997,1,CLE,AL,558,146,12,22,43,89,6,623
Mark,Grudzielanek,1997,1,MON,NL,649,177,4,25,23,76,10,688
Vladimir,Guerrero,1997,1,MON,NL,325,98,11,3,19,39,7,356
Wilton,Guerrero,1997,1,LAN,NL,357,104,4,6,8,52,0,381
Jose,Guillen,1997,1,PIT,NL,498,133,14,1,17,88,8,526
Ozzie,Guillen,1997,1,CHA,AL,490,120,4,5,22,24,0,528
Ricky,Gutierrez,1997,1,HOU,NL,303,79,3,5,21,50,3,329
Tony,Gwynn,1997,1,SDN,NL,592,220,17,12,43,28,3,663
Bob,Hamelin,1997,1,DET,AL,318,86,18,2,48,72,1,372
Darryl,Hamilton,1997,1,SFN,NL,460,124,5,15,61,61,0,530
Jeffrey,Hammonds,1997,1,BAL,AL,397,105,21,15,32,73,3,435
Lenny,Harris,1997,1,CIN,NL,238,65,3,4,18,18,2,264
Bill,Haselman,1997,1,BOS,AL,212,50,6,0,15,44,2,234
Scott,Hatteberg,1997,1,BOS,AL,350,97,10,0,40,70,2,397
Charlie,Hayes,1997,1,NYA,AL,353,91,11,3,40,66,1,400
Rickey,Henderson,1997,1,SDN,NL,288,79,6,29,71,62,4,367
Jose,Hernandez,1997,1,CHN,NL,183,50,7,2,14,42,0,201
Bobby,Higginson,1997,1,DET,AL,546,163,27,12,70,85,3,625
Glenallen,Hill,1997,1,SFN,NL,398,104,11,7,19,87,4,428
Denny,Hocking,1997,1,MIN,AL,253,65,2,3,18,51,1,278
Chris,Hoiles,1997,1,BAL,AL,320,83,12,1,51,86,10,387
Todd,Hollandsworth,1997,1,LAN,NL,296,73,4,5,17,60,0,319
Dave,Hollins,1997,1,ANA,AL,572,165,16,16,62,124,8,650
Tyler,Houston,1997,1,CHN,NL,196,51,2,1,9,35,0,208
Thomas,Howard,1997,1,HOU,NL,255,63,3,1,26,48,3,287
Todd,Hundley,1997,1,NYN,NL,417,114,30,2,83,116,3,524
Brian,Hunter,1997,1,DET,AL,658,177,4,74,66,121,1,739
Butch,Huskey,1997,1,NYN,NL,471,135,24,8,25,84,1,510
Stan,Javier,1997,1,SFN,NL,440,126,8,25,56,70,5,511
Gregg,Jefferies,1997,1,PHI,NL,476,122,11,12,53,27,2,538
Reggie,Jefferson,1997,1,BOS,AL,489,156,13,1,24,93,7,529
Derek,Jeter,1997,1,NYA,AL,654,190,10,23,74,125,10,748
Brian,Johnson,1997,2,SFN,NL,179,50,11,0,14,26,2,208
Charles,Johnson,1997,1,FLO,NL,416,104,19,0,60,109,3,490
Lance,Johnson,1997,1,NYN,NL,265,82,1,15,33,21,0,301
Mark,Johnson,1997,1,PIT,NL,219,47,4,1,43,78,2,268
Andruw,Jones,1997,1,ATL,NL,399,92,18,20,56,107,4,469
Chipper,Jones,1997,1,ATL,NL,597,176,21,20,76,88,0,687
Wally,Joyner,1997,1,SDN,NL,455,149,13,3,51,51,2,523
David,Justice,1997,1,CLE,AL,495,163,33,3,80,79,0,593
Eric,Karros,1997,1,LAN,NL,628,167,31,15,61,116,2,702
Roberto,Kelly,1997,1,MIN,AL,247,71,5,7,17,50,2,269
Jason,Kendall,1997,1,PIT,NL,486,143,8,18,49,53,31,574
Jeff,Kent,1997,1,SFN,NL,580,145,29,11,48,133,13,657
Jeff,King,1997,1,KCA,AL,543,129,28,16,89,96,2,651
Ryan,Klesko,1997,1,ATL,NL,467,122,24,4,48,130,4,527
Chuck,Knoblauch,1997,1,MIN,AL,611,178,9,62,84,84,17,722
Chad,Kreuter,1997,2,ANA,AL,218,51,4,0,21,57,0,240
Tom,Lampkin,1997,1,SLN,NL,229,56,7,2,28,30,4,272
Ray,Lankford,1997,1,SLN,NL,465,137,31,21,95,125,0,575
Mike,Lansing,1997,1,MON,NL,572,161,20,11,45,92,5,633
Barry,Larkin,1997,1,CIN,NL,224,71,4,14,47,24,3,282
Matt,Lawton,1997,1,MIN,AL,460,114,14,7,76,81,10,551
Mark,Lemke,1997,1,ATL,NL,351,86,2,2,33,51,0,399
Jesse,Levis,1997,1,ML4,AL,200,57,1,1,24,17,1,232
Mark,Lewis,1997,1,SFN,NL,341,91,10,3,23,62,4,374
Jim,Leyritz,1997,1,ANA,AL,294,81,11,1,37,56,3,344
Mike,Lieberthal,1997,1,PHI,NL,455,112,20,3,44,76,4,511
Kenny,Lofton,1997,1,ATL,NL,493,164,5,27,64,83,2,569
Javy,Lopez,1997,1,ATL,NL,414,122,23,1,40,82,5,474
Mark,Loretta,1997,1,ML4,AL,418,120,5,5,47,60,2,484
John,Mabry,1997,1,SLN,NL,388,110,5,0,39,77,3,443
Mike,Macfarlane,1997,1,KCA,AL,257,61,8,0,24,47,6,294
Dave,Magadan,1997,1,OAK,AL,271,82,4,1,50,40,2,329
Kirt,Manwaring,1997,1,COL,NL,337,76,1,1,30,78,2,375
Al,Martin,1997,1,PIT,NL,423,123,13,23,45,83,3,484
Dave,Martinez,1997,1,CHA,AL,504,144,12,12,55,69,3,580
Edgar,Martinez,1997,1,SEA,AL,542,179,28,2,119,86,11,689
Norberto,Martin,1997,1,CHA,AL,213,64,2,1,6,31,0,219
Tino,Martinez,1997,1,NYA,AL,594,176,44,3,75,75,3,699
Damon,Mashore,1997,1,OAK,AL,279,69,3,5,50,82,5,343
Mike,Matheny,1997,1,ML4,AL,320,78,4,0,17,68,7,356
Brent,Mayne,1997,1,OAK,AL,256,74,6,1,18,33,4,283
Quinton,McCracken,1997,1,COL,NL,325,95,3,28,42,62,1,375
Jason,McDonald,1997,1,OAK,AL,236,62,4,13,36,49,1,276
Willie,McGee,1997,1,SLN,NL,300,90,3,8,22,59,0,325
Fred,McGriff,1997,1,ATL,NL,564,156,22,5,68,112,4,645
Ryan,McGuire,1997,1,MON,NL,199,51,3,1,19,34,0,223
Mark,McGwire,1997,1,OAK,AL,366,104,34,1,58,98,4,441
Mark,McGwire,1997,2,SLN,NL,174,44,24,2,43,61,5,232
Mark,McLemore,1997,1,TEX,AL,349,91,1,7,40,54,2,400
Brian,McRae,1997,1,CHN,NL,417,100,6,14,52,62,4,479
